surv_int,cases,pop,region,yr_start,yr_end,lat,lon,model_pr,PYOR,pr,MLclass,MLprob,PCMlte5,PCMgt5lt40,PCMgte40,MEDIAN,Q975,Q025,Q75,Q75,Q25,width95,width75,SD,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249
7,583,861,Africa+,1999,2000,39.8533,-3.521,30.166,779.1,22.02,2,0.54563,0.03323,0.54563,0.42114,0.3507,0.79352,0.04227,0.52009,0.20326,0.75125,0.31683,0.20725,0.61235,0.42918,0.22247,0.45712,0.75551,0.48421,0.03689,0.03974,0.21506,0.15425,0.42256,0.04954,0.35427,0.37365,0.13263,0.46219,0.25126,0.04223,0.31818,0.18001,0.16832,0.37911,0.31745,0.26368,0.19757,0.36098,0.2102,0.19557,0.22271,0.494,0.19934,0.04238,0.17428,0.29057,0.11996,0.32849,0.2106,0.11989,0.61292,0.37658,0.18605,0.64341,0.25545,0.2785,0.16914,0.36769,0.46156,0.24776,0.27117,0.58723,0.4998,0.43971,0.52013,0.42237,0.56129,0.65335,0.3852,0.5837,0.03584,0.7125,0.12355,0.30699,0.24983,0.64646,0.45345,0.08635,0.37372,0.42312,0.31596,0.25261,0.18543,0.35394,0.14849,0.33042,0.58488,0.14208,0.27496,0.26638,0.07242,0.48601,0.22799,0.66635,0.65571,0.70251,0.05754,0.50036,0.81401,0.1995,0.4497,0.63676,0.06267,0.36321,0.42919,0.08936,0.10976,0.71306,0.28605,0.2549,0.30682,0.248,0.12726,0.5792,0.02438,0.12701,0.14006,0.03417,0.19108,0.03756,0.24489,0.21345,0.16571,0.52721,0.09349,0.18728,0.55772,0.44152,0.1636,0.52323,0.26503,0.23127,0.45652,0.43231,0.46495,0.53273,0.76789,0.28208,0.59564,0.27327,0.40675,0.597,0.35153,0.34332,0.14985,0.23474,0.6759,0.1351,0.46954,0.58091,0.11953,0.32592,0.13254,0.50574,0.37512,0.11857,0.17513,0.6991,0.19538,0.37725,0.66199,0.77654,0.21456,0.05433,0.39456,0.48477,0.16508,0.14136,0.45089,0.13539,0.14539,0.04248,0.23421,0.34969,0.88036,0.32294,0.51971,0.07797,0.38866,0.73832,0.4984,0.17809,0.61116,0.48607,0.50105,0.03362,0.51992,0.09588,0.45905,0.54791,0.21487,0.48212,0.73392,0.13479,0.05385,0.26433,0.57667,0.46599,0.18393,0.07687,0.34728,0.17816,0.41507,0.19314,0.16281,0.16111,0.44197,0.39959,0.26209,0.17488,0.30463,0.29041,0.54236,0.38074,0.46068,0.34667,0.54698,0.25297,0.2708,0.31328,0.15272,0.77659,0.26151,0.58532,0.77458,0.48835,0.44694,0.1217,0.38821,0.09273,0.47769,0.68656,0.51535,0.17565,0.32156,0.31801,0.55996,0.09086,0.29208,0.55747,0.30195,0.21121,0.42719
7,882,888,Africa+,2000,2001,39.8533,-3.521,25.448,910.4,28.63,2,0.68229,0.04792,0.68229,0.26979,0.27205,0.6919,0.03339,0.41338,0.15719,0.65851,0.25619,0.17723,0.59072,0.20969,0.37233,0.41606,0.24966,0.47975,0.40689,0.35482,0.21019,0.54014,0.27457,0.44558,0.29824,0.46126,0.17914,0.05176,0.18698,0.16441,0.12921,0.70302,0.12979,0.12112,0.14136,0.24234,0.29063,0.02173,0.09961,0.2046,0.20794,0.15968,0.12896,0.13033,0.19407,0.09587,0.11034,0.64091,0.02007,0.30263,0.29073,0.4253,0.14557,0.37866,0.35913,0.26144,0.28197,0.18704,0.51083,0.54325,0.16384,0.45641,0.31373,0.62448,0.40786,0.22957,0.39124,0.17179,0.29969,0.27466,0.65118,0.29402,0.22793,0.24207,0.25612,0.51934,0.02921,0.29381,0.17615,0.31938,0.27501,0.56987,0.19066,0.08444,0.27928,0.06513,0.20521,0.26773,0.14924,0.27205,0.53154,0.23665,0.09529,0.13337,0.14544,0.55139,0.29344,0.23391,0.06371,0.03515,0.18538,0.25679,0.21266,0.14667,0.18255,0.34721,0.51055,0.24729,0.15333,0.25453,0.36052,0.3908,0.09759,0.27832,0.68592,0.37626,0.22569,0.10828,0.59216,0.3166,0.27314,0.33525,0.23999,0.21528,0.13382,0.1889,0.06387,0.09081,0.044,0.47657,0.16562,0.26128,0.26791,0.3734,0.43362,0.13261,0.27946,0.06804,0.22105,0.72932,0.66876,0.17888,0.1009,0.08532,0.18104,0.19499,0.13432,0.25378,0.19715,0.43034,0.04874,0.1647,0.34947,0.34977,0.10942,0.20415,0.33557,0.51304,0.46358,0.44074,0.40622,0.39924,0.55406,0.16081,0.13278,0.06293,0.08467,0.06884,0.21444,0.15891,0.03695,0.18992,0.5207,0.30291,0.40943,0.33592,0.29283,0.34266,0.4661,0.53226,0.35583,0.1586,0.32481,0.44134,0.61466,0.58856,0.0994,0.15516,0.29352,0.46683,0.53201,0.13243,0.16509,0.35007,0.42994,0.53466,0.39506,0.31936,0.41924,0.21176,0.45838,0.10356,0.43548,0.3634,0.36009,0.1941,0.20275,0.42642,0.54812,0.43338,0.07956,0.41488,0.31856,0.36004,0.06794,0.24674,0.43057,0.37875,0.65792,0.23406,0.17381,0.39533,0.23388,0.11321,0.36287,0.23716,0.18579,0.4851,0.06223,0.49432,0.47155,0.1172,0.13344,0.08173,0.02047,0.11109,0.15109,0.47865,0.19381,0.31586,0.16221,0.07913,0.40072
3,1390,985,Africa+,1999,2000,-3.063,14.485,39.348,1970,31.49,3,0.5718,0.01943,0.40877,0.5718,0.44583,0.85702,0.05776,0.61687,0.27771,0.79926,0.33916,0.22032,0.42819,0.42757,0.33968,0.1621,0.28865,0.27735,0.20588,0.35617,0.13453,0.08579,0.31275,0.74284,0.07393,0.45407,0.8503,0.18781,0.45506,0.23209,0.48691,0.10648,0.42345,0.60513,0.09477,0.21899,0.40482,0.54318,0.30322,0.12302,0.30919,0.38102,0.15332,0.31273,0.2381,0.02741,0.24317,0.43334,0.42068,0.3559,0.57091,0.07511,0.5258,0.09881,0.20733,0.21202,0.317,0.31908,0.62015,0.03593,0.27363,0.23689,0.37654,0.19238,0.69207,0.64177,0.30696,0.57406,0.31352,0.31832,0.27385,0.56173,0.22599,0.48785,0.09094,0.65946,0.48571,0.36725,0.76807,0.52744,0.61287,0.55369,0.60466,0.62423,0.50577,0.63211,0.16069,0.18312,0.44393,0.56763,0.36425,0.6173,0.1326,0.40301,0.68258,0.74032,0.56073,0.64176,0.4123,0.2111,0.46959,0.4871,0.59236,0.80609,0.63111,0.72173,0.66989,0.52062,0.62406,0.57377,0.30555,0.57921,0.28577,0.226,0.58505,0.52062,0.40723,0.68398,0.20136,0.65758,0.57755,0.30487,0.57747,0.32526,0.37439,0.38524,0.51422,0.30208,0.5309,0.50949,0.7673,0.17006,0.38701,0.71478,0.45586,0.38768,0.59621,0.11011,0.1541,0.71115,0.58807,0.38374,0.13645,0.02427,0.48912,0.18064,0.35504,0.29461,0.4549,0.35224,0.52772,0.2682,0.45166,0.18196,0.82422,0.37768,0.12288,0.53293,0.56046,0.31244,0.38097,0.3447,0.53623,0.7006,0.6672,0.19184,0.09579,0.44723,0.58251,0.46017,0.81635,0.88432,0.28479,0.41539,0.04378,0.02163,0.64113,0.54538,0.28992,0.32495,0.40581,0.67257,0.37675,0.6203,0.588,0.74951,0.30575,0.59795,0.23378,0.21587,0.22523,0.65499,0.66822,0.51337,0.53304,0.50679,0.4954,0.65222,0.6451,0.63539,0.35899,0.53799,0.17533,0.36823,0.19265,0.24819,0.38745,0.31734,0.31956,0.64343,0.34425,0.32081,0.2105,0.72663,0.30638,0.94263,0.2887,0.60034,0.10816,0.31241,0.60953,0.41334,0.55915,0.22501,0.78789,0.03186,0.52426,0.36456,0.31362,0.54589,0.39203,0.58278,0.82949,0.48801,0.43925,0.28992,0.36484,0.31857,0.56449,0.34393,0.50876,0.33405,0.81274
7,565,351,Africa+,1993,1994,-16.383,13.683,38.996,351,31.69,3,0.64667,0.0156,0.33773,0.64667,0.50616,0.89992,0.06451,0.68383,0.31611,0.83541,0.36772,0.23442,0.30302,0.54019,0.80621,0.63894,0.53195,0.2261,0.20379,0.599,0.47153,0.28598,0.47035,0.43478,0.52062,0.88337,0.66894,0.86183,0.80729,0.54406,0.87094,0.09274,0.61093,0.28124,0.63857,0.66531,0.46932,0.09149,0.42579,0.86638,0.27172,0.3497,0.43589,0.11383,0.63297,0.58955,0.57131,0.75773,0.39239,0.02485,0.88805,0.28779,0.48549,0.05682,0.11526,0.49835,0.44582,0.83384,0.24722,0.84311,0.6779,0.7121,0.39443,0.48446,0.66831,0.21881,0.66663,0.19408,0.85251,0.34808,0.55391,0.78903,0.2628,0.4029,0.72566,0.51802,0.52546,0.69848,0.25847,0.20875,0.30677,0.25488,0.66369,0.39638,0.08275,0.81592,0.5487,0.78544,0.19274,0.31618,0.51252,0.10415,0.68407,0.64457,0.49975,0.87212,0.88559,0.07915,0.58036,0.61265,0.5749,0.42256,0.67334,0.74437,0.8318,0.60404,0.83997,0.39643,0.74801,0.60404,0.22359,0.57462,0.65772,0.58268,0.5306,0.74505,0.27775,0.5152,0.82245,0.79771,0.44563,0.66978,0.61198,0.28239,0.22686,0.29562,0.70148,0.02617,0.26707,0.58819,0.0496,0.49039,0.27269,0.24547,0.64866,0.05988,0.35864,0.38496,0.62096,0.1745,0.27774,0.45033,0.41819,0.21189,0.62752,0.23961,0.25735,0.17797,0.37999,0.05618,0.16792,0.22257,0.47741,0.57822,0.39265,0.66996,0.23912,0.62923,0.7669,0.84514,0.32609,0.71573,0.84604,0.65371,0.55978,0.28451,0.47136,0.19201,0.1384,0.01949,0.59249,0.14924,0.41773,0.80536,0.56914,0.29844,0.22475,0.36951,0.40007,0.20639,0.51516,0.4813,0.7216,0.7696,0.95088,0.79399,0.66758,0.98304,0.78947,0.88721,0.45618,0.79198,0.74147,0.12848,0.46982,0.50667,0.10093,0.37777,0.39203,0.73788,0.21398,0.63432,0.14319,0.70567,0.21893,0.20499,0.28829,0.48756,0.01736,0.76513,0.58742,0.12692,0.96461,0.94442,0.54099,0.65036,0.60134,0.60796,0.28301,0.25558,0.13341,0.94239,0.70564,0.46865,0.4048,0.29631,0.27182,0.57288,0.32014,0.58433,0.72706,0.0803,0.59355,0.68905,0.11058,0.654,0.55682,0.13171,0.80837,0.47164,0.67433,0.30661,0.64206
10,84,123,Africa+,1994,1995,-14.865,15.278,19.335,123,36.3,1,0.4907,0.4907,0.40655,0.10274,0.05229,0.70502,0.00093,0.17511,0.01372,0.7041,0.1614,0.18688,0.14362,0.11181,0.00636,0.66616,0.00538,0.25778,0.10575,0.01186,0.10376,0.00496,0.00185,0.09605,0.03214,0.06691,0.23966,0.09246,0.01146,0.44391,0.00787,0.14575,0.08336,0.09088,0.59843,0.01371,0.00203,0.16504,0.12852,0.76119,0.04543,0.00181,0.02155,0.3736,0.02038,0.03376,0.31613,0.03251,0.11806,0.4676,0.21895,0.01107,0.03524,0.08905,0.00467,0.28581,0.10594,0.51802,0.11597,0.25819,0.36268,0.09484,0.01683,0.05043,0.16377,0.05945,0.15296,0.2611,0.57931,0.08685,0.34818,0.82591,0.02526,0.01159,0.23896,0.8152,0.45812,0.31813,0.0064,0.39239,0.00335,0.00317,0.09719,0.03753,0.16334,0.00248,0.00761,0.00725,0.00729,0.03097,0.00126,0.00029,0.15208,0.1049,0.00566,0.03002,0.03894,0.00041,0.15863,0.13747,0.04285,0.00118,0.26096,0.29563,0.08501,0.02702,0.03307,0.00292,0.08739,0.00249,0.57704,0.00096,0.00539,0.05125,0.00059,0.02519,0.04545,0.00702,0.15245,0.16216,0.0184,0.90901,0.15874,0.04604,0.09363,0.01677,0.00673,0.12243,0.02728,0.06965,0.09088,0.00074,0.14676,0.03601,0.09587,0.81405,0.0081,0.14375,0.03902,0.70375,0.11965,0.0035,0.1233,0.48051,0.00731,0.01443,0.01787,0.00822,0.03426,0.32415,0.54223,0.78929,0.11463,0.18119,0.34537,0.39535,0.04173,0.04745,0.57731,0.56649,0.14288,0.40568,0.09507,0.11476,0.10805,0.26465,0.03592,0.1792,0.00687,0.03424,0.00245,0.05782,0.15851,0.04347,0.02418,0.01166,0.01917,0.00723,0.13545,0.03132,0.04641,0.72651,0.00102,0.02668,0.37035,0.252,0.16252,0.35298,0.05055,0.01583,0.02273,0.00669,0.07655,0.01721,0.04349,0.63926,0.00149,0.29612,0.00908,0.01657,0.01736,0.00828,0.0241,0.04642,0.00974,0.01244,0.02093,0.0641,0.48278,0.0192,0.97308,0.24628,0.1885,0.01273,0.16235,0.03546,0.3985,0.21029,0.03269,0.22563,0.02093,0.26542,0.11425,0.08457,0.25291,0.44611,0.22074,0.03054,0.00917,0.00177,0.52882,0.22015,0.0043,0.00719,0.00956,0.01738,0.01917,0.56059,0.01583,0.00548,0.59719,0.31086,0.13769
7,609,783,Africa+,2000,2001,39.7203,-3.7252,38.111,843.3,38.66,3,0.65551,0.01369,0.33079,0.65551,0.49867,0.85836,0.06772,0.65245,0.33105,0.79063,0.3214,0.21474,0.80646,0.58625,0.50128,0.1744,0.37969,0.69226,0.62493,0.45041,0.65287,0.41022,0.67907,0.74813,0.73879,0.7103,0.06021,0.56515,0.06787,0.5123,0.70796,0.04472,0.26213,0.04067,0.66034,0.13251,0.19048,0.77833,0.59251,0.6265,0.47117,0.39334,0.48659,0.46967,0.50556,0.89729,0.31416,0.2753,0.54374,0.71701,0.41228,0.85475,0.24219,0.55795,0.71654,0.67613,0.68643,0.73768,0.54879,0.43783,0.08773,0.71618,0.68558,0.68644,0.77456,0.355,0.17404,0.25651,0.2451,0.48859,0.40249,0.34021,0.70109,0.62245,0.4454,0.68973,0.60825,0.60849,0.70803,0.77817,0.81789,0.40535,0.06184,0.24631,0.36545,0.68442,0.19539,0.1764,0.31087,0.44642,0.31292,0.81072,0.02334,0.2999,0.65129,0.68758,0.29909,0.55013,0.08161,0.66353,0.21627,0.65822,0.79849,0.56097,0.49177,0.05604,0.37219,0.36366,0.37701,0.52463,0.45508,0.64563,0.75847,0.56063,0.05798,0.28246,0.23024,0.20807,0.1371,0.57499,0.71994,0.38038,0.45803,0.43362,0.069,0.26693,0.45114,0.40139,0.24014,0.03461,0.3321,0.20999,0.04976,0.32729,0.2993,0.47648,0.32947,0.47181,0.59036,0.29712,0.50431,0.29192,0.58844,0.20095,0.41972,0.5419,0.26091,0.58436,0.50348,0.4913,0.25109,0.71024,0.53696,0.48572,0.35669,0.40104,0.64591,0.29861,0.50365,0.25851,0.44809,0.45727,0.52759,0.12232,0.51117,0.20239,0.19025,0.51459,0.58837,0.73478,0.37902,0.48511,0.4146,0.27584,0.40268,0.42336,0.70219,0.70891,0.46999,0.59703,0.65673,0.67994,0.35712,0.75835,0.41457,0.43152,0.17122,0.52042,0.25221,0.40882,0.43537,0.63669,0.38408,0.80128,0.69801,0.10991,0.62571,0.62799,0.44754,0.49513,0.08548,0.55757,0.22324,0.06242,0.36131,0.39688,0.14036,0.25092,0.46031,0.40399,0.58208,0.72102,0.79705,0.41929,0.32268,0.61934,0.49295,0.29668,0.51757,0.09736,0.9197,0.66816,0.77743,0.20707,0.51078,0.75706,0.78431,0.23956,0.42918,0.65542,0.4309,0.53221,0.44517,0.71203,0.06594,0.40115,0.62604,0.35979,0.50933,0.27272,0.66744,0.62874,0.50895
7,415,783,Africa+,1999,2000,39.7203,-3.7252,48.514,745.8,43.15,3,0.8028,0.00688,0.19032,0.8028,0.66073,0.94914,0.08912,0.80841,0.45857,0.86002,0.34984,0.23924,0.81889,0.72486,0.7967,0.46519,0.78643,0.70419,0.70678,0.62486,0.05486,0.8457,0.57077,0.82966,0.89433,0.41795,0.70305,0.63315,0.84175,0.90178,0.45191,0.83213,0.72497,0.83615,0.74388,0.88531,0.29238,0.19268,0.7944,0.76521,0.36737,0.94465,0.95877,0.27648,0.5922,0.32234,0.88945,0.7805,0.4075,0.60503,0.98175,0.8714,0.69945,0.8053,0.93114,0.31394,0.75552,0.37962,0.21298,0.65781,0.15149,0.52363,0.16114,0.82161,0.66199,0.79935,0.78354,0.42852,0.34159,0.52569,0.60292,0.1969,0.43566,0.35786,0.93015,0.59284,0.65198,0.88312,0.61813,0.50567,0.36101,0.25542,0.25728,0.84252,0.36236,0.9522,0.08081,0.91615,0.83356,0.39391,0.57579,0.8824,0.88122,0.85941,0.61659,0.48009,0.87628,0.04896,0.21902,0.35917,0.1797,0.67753,0.88482,0.37175,0.60363,0.19019,0.91468,0.6363,0.87575,0.92208,0.31036,0.87434,0.48356,0.90597,0.62322,0.89478,0.87755,0.50619,0.83699,0.90273,0.73601,0.59271,0.81323,0.59641,0.73734,0.60169,0.76498,0.74993,0.753,0.58753,0.13568,0.82627,0.70969,0.5915,0.69094,0.70649,0.46426,0.84233,0.3205,0.58389,0.90129,0.91361,0.22367,0.41981,0.83692,0.19873,0.84317,0.38156,0.75587,0.78417,0.66285,0.7881,0.46608,0.32716,0.79309,0.06974,0.65918,0.47344,0.56271,0.34672,0.60836,0.44122,0.06574,0.74065,0.57522,0.23536,0.70427,0.87919,0.33776,0.24513,0.57996,0.53919,0.51747,0.52802,0.91983,0.36053,0.39235,0.83838,0.59134,0.70877,0.10896,0.80503,0.42223,0.71523,0.85008,0.43476,0.49489,0.62934,0.66766,0.51763,0.76199,0.53785,0.45925,0.77195,0.70601,0.40412,0.83846,0.48167,0.70196,0.55164,0.91914,0.81928,0.74708,0.54499,0.84082,0.37467,0.93333,0.70271,0.6,0.33744,0.21211,0.19972,0.9704,0.84742,0.91297,0.6655,0.81471,0.37094,0.44521,0.1382,0.5982,0.82367,0.60379,0.44926,0.84557,0.17993,0.44863,0.90935,0.4419,0.72871,0.37983,0.44081,0.19975,0.94814,0.85193,0.68101,0.92768,0.84875,0.82926,0.61496,0.55904,0.89384,0.36302
7,533,196,Africa+,1999,2000,-7.833,12.8,54.332,767.6,56.26,3,0.72022,0.01757,0.26222,0.72022,0.62694,0.97641,0.06165,0.825,0.36251,0.91475,0.46249,0.27716,0.58185,0.52027,0.81455,0.69148,0.38875,0.63348,0.81959,0.62066,0.58118,0.25817,0.24818,0.52212,0.41577,0.859,0.29608,0.78746,0.77562,0.67902,0.96348,0.52517,0.39484,0.18111,0.20894,0.3121,0.85087,0.43841,0.21372,0.64412,0.52261,0.18131,0.74839,0.47165,0.48366,0.54938,0.28514,0.81947,0.24247,0.78345,0.85358,0.40482,0.65918,0.52241,0.86157,0.51457,0.85168,0.524,0.93682,0.60556,0.37898,0.97592,0.64285,0.94983,0.64818,0.765,0.92565,0.51365,0.44616,0.7839,0.24321,0.57095,0.52875,0.82481,0.74882,0.86401,0.91266,0.32455,0.41424,0.31217,0.18944,0.76407,0.90183,0.27181,0.8415,0.9119,0.18139,0.63997,0.28877,0.76673,0.59244,0.73401,0.6717,0.44178,0.39666,0.5869,0.61318,0.69609,0.05384,0.02766,0.68536,0.28983,0.54692,0.63593,0.41962,0.07518,0.65548,0.63727,0.46639,0.35665,0.93602,0.37973,0.58675,0.0586,0.2322,0.25686,0.23179,0.48604,0.18131,0.32082,0.2246,0.21591,0.87961,0.89995,0.97063,0.76829,0.78448,0.3543,0.5854,0.73579,0.84352,0.84355,0.43496,0.83257,0.89642,0.83977,0.9516,0.12924,0.77314,0.96294,0.7471,0.53449,0.32188,0.76841,0.77994,0.23738,0.52125,0.13381,0.71822,0.29477,0.76285,0.72832,0.7321,0.82148,0.53396,0.10005,0.04436,0.15161,0.86621,0.25958,0.86938,0.42284,0.73935,0.156,0.55467,0.91142,0.95138,0.97278,0.06062,0.06583,0.44975,0.69161,0.67757,0.04102,0.53013,0.83196,0.63127,0.10974,0.50495,0.13643,0.53181,0.45896,0.78779,0.85448,0.7164,0.72341,0.92565,0.85255,0.7644,0.94227,0.83222,0.5731,0.86241,0.07783,0.87768,0.60164,0.84563,0.99598,0.76602,0.5186,0.8352,0.97604,0.47984,0.89856,0.6898,0.7633,0.81804,0.83334,0.45942,0.96363,0.92673,0.97406,0.67081,0.24842,0.61716,0.74465,0.91971,0.36395,0.91644,0.93447,0.11105,0.92127,0.72452,0.00568,0.13456,0.04135,0.11259,0.62714,0.1218,0.45712,0.20667,0.3969,0.85473,0.83507,0.89972,0.77059,0.52794,0.43839,0.64433,0.61693,0.24879,0.5038,0.18607
7,199,202,Africa+,1999,1999,-3.606,14.344,45.31,157.8,64.98,3,0.70742,0.01679,0.2758,0.70742,0.5983,0.96472,0.06292,0.79571,0.35127,0.90181,0.44444,0.26891,0.29499,0.59298,0.94645,0.42622,0.83233,0.5623,0.10309,0.30179,0.38277,0.14186,0.32659,0.55827,0.56327,0.79611,0.76706,0.89647,0.74933,0.78264,0.69693,0.53409,0.9733,0.60493,0.03304,0.09215,0.54189,0.62602,0.24386,0.20352,0.55398,0.08154,0.41528,0.89935,0.11167,0.29344,0.25062,0.35872,0.01249,0.90555,0.55546,0.64932,0.38791,0.05717,0.80006,0.06739,0.7972,0.45936,0.13639,0.77418,0.58785,0.30781,0.81996,0.31161,0.60425,0.49056,0.48306,0.18184,0.32423,0.05954,0.60272,0.77668,0.48341,0.64391,0.82891,0.59695,0.26596,0.83234,0.96653,0.49062,0.32079,0.72835,0.54099,0.36601,0.27343,0.84795,0.947,0.3279,0.71581,0.1817,0.62772,0.51368,0.9021,0.91125,0.04303,0.51863,0.41192,0.13927,0.4215,0.22504,0.906,0.24029,0.42987,0.82279,0.45394,0.80922,0.44359,0.38979,0.18907,0.665,0.31967,0.74386,0.46207,0.45232,0.53035,0.44078,0.81533,0.87233,0.88663,0.85899,0.74728,0.36535,0.04785,0.80032,0.73522,0.17342,0.79637,0.64366,0.87582,0.51926,0.79267,0.85483,0.7566,0.90715,0.67591,0.48133,0.97507,0.73077,0.25412,0.84023,0.85524,0.89598,0.33626,0.36832,0.80907,0.68997,0.28241,0.74755,0.90625,0.29646,0.17484,0.29522,0.29242,0.5824,0.64128,0.67304,0.55779,0.63719,0.91541,0.21847,0.93724,0.83391,0.59827,0.27189,0.26345,0.74567,0.80826,0.29676,0.91168,0.46635,0.24687,0.08556,0.76772,0.76679,0.01775,0.7753,0.74581,0.83139,0.32281,0.68627,0.26107,0.03175,0.4322,0.76781,0.95316,0.70176,0.22676,0.66789,0.67528,0.75736,0.41193,0.02952,0.82241,0.61889,0.70726,0.53085,0.36044,0.65499,0.27762,0.72038,0.87245,0.59222,0.91334,0.47289,0.19425,0.84601,0.06724,0.58961,0.93581,0.12049,0.30067,0.60797,0.98352,0.16122,0.93821,0.94182,0.93142,0.92426,0.48605,0.10554,0.57987,0.66055,0.88074,0.39982,0.42893,0.89788,0.31629,0.15003,0.3868,0.28607,0.78059,0.61767,0.55849,0.7606,0.7492,0.69048,0.4479,0.76086,0.91447,0.92549,0.43323,0.84827,0.50863
7,202,199,Africa+,1999,1999,-3.606,14.344,45.313,157.3,64.98,3,0.70823,0.01682,0.27495,0.70823,0.59897,0.96444,0.06296,0.79655,0.3525,0.90148,0.44405,0.26861,0.03823,0.35832,0.65391,0.56583,0.9375,0.22497,0.60999,0.50452,0.66434,0.17386,0.86401,0.45012,0.33495,0.08887,0.51334,0.88011,0.96182,0.80813,0.16571,0.70585,0.75,0.56734,0.76789,0.42269,0.50128,0.27428,0.60241,0.81151,0.59438,0.89243,0.66159,0.23029,0.22679,0.41687,0.84945,0.40926,0.37622,0.50427,0.38755,0.73191,0.61259,0.34567,0.23305,0.36542,0.73135,0.14306,0.64804,0.34565,0.94154,0.47129,0.48728,0.51726,0.30875,0.7539,0.20725,0.81619,0.57682,0.642,0.55637,0.41144,0.61938,0.80805,0.46017,0.7582,0.8914,0.34179,0.59212,0.31489,0.53883,0.45725,0.22173,0.42153,0.90859,0.50561,0.12461,0.44778,0.50879,0.05002,0.50522,0.13807,0.45326,0.88832,0.63433,0.6595,0.50506,0.58514,0.98019,0.33106,0.34801,0.98084,0.17844,0.30785,0.09673,0.78298,0.85442,0.85203,0.10436,0.53667,0.57694,0.18395,0.10704,0.93245,0.94722,0.24329,0.84725,0.93877,0.47846,0.73631,0.60409,0.66464,0.84562,0.19401,0.81548,0.84023,0.85933,0.66387,0.89626,0.16345,0.72188,0.65787,0.90686,0.51299,0.88641,0.55902,0.92168,0.84819,0.75465,0.52926,0.14761,0.93777,0.39316,0.47051,0.75602,0.4111,0.79172,0.47746,0.4061,0.59327,0.90442,0.48944,0.1279,0.05475,0.35653,0.26375,0.43258,0.83328,0.98379,0.3693,0.51503,0.91591,0.21925,0.93818,0.23058,0.87585,0.33344,0.36005,0.78505,0.86506,0.51309,0.36419,0.8562,0.54409,0.70456,0.61963,0.25206,0.1785,0.66415,0.90301,0.65989,0.23384,0.63192,0.71637,0.15684,0.16293,0.36396,0.37149,0.31353,0.6134,0.56353,0.63387,0.35622,0.61943,0.1764,0.77813,0.60299,0.92315,0.35677,0.69708,0.36178,0.8873,0.04213,0.89501,0.63596,0.69808,0.34349,0.93361,0.48138,0.39057,0.42519,0.05041,0.99211,0.93669,0.98186,0.84148,0.82819,0.94779,0.79001,0.9815,0.67663,0.54595,0.53216,0.1637,0.53671,0.54909,0.96435,0.38253,0.8396,0.16763,0.17626,0.40713,0.5759,0.6216,0.52951,0.7954,0.64061,0.71188,0.15426,0.60771,0.39702,0.27397,0.86105
