surv_int,cases,pop,region,yr_start,yr_end,lat,lon,model_pr,PYOR,pr,MLclass,MLprob,PCMlte5,PCMgt5lt40,PCMgte40,MEDIAN,Q975,Q025,Q75,Q75,Q25,width95,width75,SD,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249
14,114,2441,CSE Asia,1988,1989,81.5799,17.8193,31.436,2441,2.88,2,0.46196,0.19338,0.46196,0.34466,0.23211,0.92434,0.00504,0.52817,0.07215,0.9193,0.45603,0.2823,0.70172,0.24015,0.80295,0.74397,0.98501,0.94832,0.46744,0.50151,0.97587,0.4128,0.0234,0.08279,0.14407,0.7278,0.03649,0.26034,0.07922,0.0398,0.05052,0.05948,0.44194,0.21797,0.32515,0.92059,0.57121,0.05955,0.49418,0.14107,0.78681,0.01948,0.35736,0.3745,0.00467,0.0418,0.13816,0.1817,0.29738,0.56046,0.08958,0.04487,0.03914,0.35301,0.4321,0.18203,0.27253,0.58766,0.17232,0.49673,0.48678,0.12049,0.46924,0.0448,0.0201,0.81012,0.37727,0.23529,0.07927,0.28833,0.12963,0.1279,0.58527,0.98319,0.12559,0.93646,0.87217,0.86564,0.12114,0.04764,0.7404,0.03753,0.10493,0.18208,0.36281,0.3532,0.41546,0.81013,0.68792,0.0975,0.19988,0.01196,0.26778,0.55119,0.04557,0.21784,0.13373,0.26316,0.02069,0.65695,0.39173,0.91725,0.0062,0.52936,0.42648,0.06956,0.57261,0.81603,0.14324,0.18135,0.04894,0.10881,0.70568,0.60714,0.42992,0.34283,0.02979,0.05976,0.01546,0.81517,0.0735,0.02308,0.40157,0.12408,0.59511,0.07115,0.42704,0.14022,0.16617,0.07504,0.42105,0.60341,0.06642,0.0247,0.00688,0.28874,0.26796,0.07055,0.06766,0.01043,0.91385,0.01706,0.61494,0.10349,0.60418,0.05384,0.56881,0.61583,0.86824,0.24801,0.71109,0.16766,0.3508,0.79256,0.92037,0.76103,0.22264,0.84681,0.10498,0.10805,0.23401,0.31525,0.01052,0.11048,0.0906,0.78127,0.61042,0.00439,0.27703,0.04933,0.00328,0.74798,0.34598,0.14715,0.11685,0.26215,0.12585,0.14196,0.49513,0.16662,0.50286,0.48378,0.11685,0.1524,0.05876,0.02461,0.52305,0.04024,0.04289,0.12655,0.29638,0.04395,0.23373,0.21157,0.18056,0.00402,0.39774,0.46813,0.76069,0.15564,0.24511,0.0862,0.20341,0.34313,0.19254,0.06118,0.22337,0.01418,0.03038,0.70126,0.67318,0.03648,0.07416,0.42516,0.0319,0.22045,0.00787,0.66946,0.30881,0.83303,0.32402,0.02455,0.35445,0.36695,0.09044,0.32406,0.08522,0.33106,0.12999,0.10817,0.67659,0.64175,0.04674,0.00097,0.50256,0.55015,0.05454,0.38611,0.1047,0.19075,0.13537,0.43494,0.01567
14,64,1234,CSE Asia,1988,1989,82.1977,18.2748,34.388,1234,3.35,2,0.43851,0.17669,0.43851,0.38481,0.26818,0.94349,0.00531,0.58369,0.08252,0.93818,0.50118,0.29456,0.45405,0.48211,0.50466,0.98081,0.28768,0.70758,0.99411,0.45334,0.83968,0.80754,0.00407,0.23873,0.86181,0.3489,0.01942,0.20125,0.26309,0.78712,0.01898,0.10026,0.35216,0.05384,0.94317,0.00179,0.18092,0.09097,0.33599,0.67735,0.33581,0.33805,0.1512,0.62843,0.03494,0.13735,0.07693,0.48257,0.05059,0.01607,0.97493,0.5925,0.79716,0.09286,0.11388,0.35493,0.22497,0.00901,0.12313,0.01798,0.22475,0.61149,0.13219,0.9943,0.08214,0.09782,0.07217,0.65981,0.10348,0.66437,0.43485,0.09792,0.64018,0.97613,0.41049,0.85172,0.17769,0.12838,0.41203,0.51902,0.62497,0.1966,0.92286,0.36179,0.72552,0.90134,0.24904,0.74907,0.13889,0.86744,0.51145,0.06352,0.01068,0.03881,0.10318,0.96312,0.06797,0.94643,0.02605,0.53968,0.07492,0.00931,0.07419,0.01526,0.86584,0.03213,0.16521,0.05419,0.56333,0.31048,0.78944,0.003,0.1853,0.42201,0.80854,0.12649,0.07098,0.74176,0.32484,0.35675,0.69534,0.2098,0.97649,0.52803,0.63839,0.48127,0.98303,0.0406,0.56357,0.68541,0.05354,0.18099,0.20518,0.08367,0.80871,0.56465,0.50321,0.85681,0.18266,0.67783,0.36724,0.03218,0.63378,0.32613,0.53155,0.02366,0.39999,0.33706,0.7893,0.17253,0.21059,0.04793,0.00487,0.45112,0.75373,0.81008,0.06143,0.00302,0.28935,0.02104,0.65662,0.13038,0.21199,0.71091,0.0177,0.54158,0.94568,0.04434,0.01586,0.00372,0.07498,0.20897,0.71643,0.28648,0.39314,0.07312,0.15715,0.73808,0.03905,0.56467,0.79983,0.22559,0.00545,0.2434,0.48127,0.70893,0.4491,0.08766,0.023,0.01981,0.09781,0.16768,0.71677,0.09291,0.333,0.36389,0.76147,0.1228,0.01464,0.22219,0.86454,0.99393,0.13446,0.24693,0.31086,0.03193,0.83663,0.12055,0.00514,0.02743,0.04776,0.03755,0.03764,0.44472,0.75276,0.02087,0.02535,0.65411,0.72328,0.26558,0.30142,0.78534,0.04508,0.21496,0.07352,0.19709,0.50058,0.47749,0.95635,0.88004,0.49016,0.11063,0.88427,0.1714,0.28172,0.0151,0.3988,0.70881,0.01639,0.67548,0.38893,0.66755,0.10257
7,71,757,CSE Asia,1993,1994,98.52,16.98,17.13,757,3.49,2,0.43734,0.40095,0.43734,0.16171,0.08162,0.81076,0.00117,0.26318,0.02073,0.80959,0.24245,0.22441,0.02413,0.01329,0.00645,0.00501,0.00779,0.00123,0.07526,0.00616,0.00049,0.07168,0.06649,0.10098,0.66598,0.11625,0.00829,0.21043,0.01382,0.04182,0.00181,0.0494,0.21435,0.07638,0.00385,0.12222,0.75485,0.03618,0.27274,0.06253,0.15695,0.05195,0.02147,0.19065,0.08285,0.0261,0.00064,0.21496,0.06364,0.00263,0.00095,0.55607,0.47714,0.04793,0.00698,0.07548,0.06044,0.04461,0.02147,0.05212,0.28177,0.02426,0.0696,0.12677,0.56006,0.05467,0.00053,0.36739,0.07531,0.15841,0.05028,0.02441,0.3838,0.00409,0.05098,0.03762,0.16775,0.00229,0.01983,0.33564,0.71653,0.00558,0.00076,0.31355,0.00896,0.02834,0.05707,0.21603,0.10267,0.33402,0.03308,0.04305,0.02033,0.13481,0.01164,0.07108,0.00212,0.51389,0.00083,0.38576,0.12532,0.00398,0.02144,0.01612,0.43703,0.14042,0.07846,0.07246,0.02043,0.11216,0.00044,0.04543,0.09848,0.10517,0.04291,0.1374,0.12327,0.03019,0.02907,0.02341,0.01144,0.23211,0.3435,0.24795,0.07203,0.09498,0.44358,0.71716,0.02207,0.03043,0.29218,0.82084,0.28745,0.00396,0.01152,0.00776,0.03043,0.18692,0.19538,0.47243,0.08103,0.02157,0.13291,0.00182,0.53816,0.09572,0.01486,0.19266,0.15786,0.12309,0.06206,0.12949,0.01017,0.00195,0.17687,0.98311,0.31025,0.62916,0.11875,0.00827,0.50708,0.46885,0.09839,0.06101,0.00223,0.03281,0.57128,0.25679,0.32107,0.00034,0.14168,0.07209,0.13821,0.2373,0.0312,0.04903,0.04664,0.61617,0.61221,0.38839,0.00586,0.73864,0.81687,0.19241,0.09906,0.54199,0.55301,0.058,0.00603,0.02572,0.94331,0.00039,0.01975,0.12085,0.93907,0.16544,0.0448,0.00182,0.15597,0.08057,0.00162,0.00851,7.00E-05,0.46889,0.00056,0.01038,0.00156,0.0096,0.03005,0.05092,0.03236,0.00027,0.0073,0.12291,0.13672,0.24918,0.83336,0.01317,0.09592,0.07307,0.69112,0.00441,0.04517,0.19454,0.03602,0.00028,0.01695,0.02147,0.02928,0.34646,0.07317,0.00017,0.01922,0.38445,0.10319,0.07909,0.00201,0.0482,0.03706,0.04927,0.00527,0.02185,0.10738
7,30,,CSE Asia,1990,1992,105.831,23.065,0.916,12308,5,1,0.95894,0.95894,0.03633,0.00473,0.00023,0.09299,0,0.00192,3.00E-05,0.09299,0.00189,0.05101,0.006,6.00E-05,0.00215,1.00E-05,0.01455,3.00E-05,0,0.00976,0.00456,0.01033,1.00E-05,0.00014,1.00E-05,6.00E-05,0,0.00373,0.00058,0,3.00E-05,3.00E-05,4.00E-05,0.00092,1.00E-05,2.00E-05,0.00365,0.00082,0.19555,3.00E-05,0.00042,0.00128,2.00E-05,0.00214,4.00E-05,0.00021,5.00E-05,0.00038,0.00764,0.00381,0,0.00052,1.00E-05,0.00227,1.00E-04,0.00043,5.00E-05,0.00017,0,0,1.00E-05,0.00218,0.00023,1.00E-05,0.00019,0.00027,0.00073,1.00E-05,0.15179,2.00E-05,7.00E-05,0.00371,0.00263,0,0.00916,2.00E-04,0,0.01105,0.00088,0.00482,0.00026,0,0.0783,0.00041,0.00024,0.00625,5.00E-05,0,0.01581,0.00877,0.00126,0.01564,0.00024,5.00E-05,0.00011,0.00011,2.00E-05,0,3.00E-05,2.00E-05,0.01701,0.00065,0,4.00E-05,0.00081,0,4.00E-05,7.00E-05,6.00E-05,0.00175,0,0.06465,3.00E-05,7.00E-05,0,0,0.00042,0,1.00E-05,2.00E-05,5.00E-05,5.00E-05,0.00079,0.00034,0,6.00E-05,0.00116,0.00017,5.00E-05,0.00234,0.33786,0.00066,4.00E-05,0,1.00E-05,1.00E-05,0,0.0099,0,8.00E-05,0,0.00052,1.00E-05,0.00035,0,5.00E-05,3.00E-05,5.00E-05,0.00052,0,0.00025,3.00E-05,0.00025,0.00086,0.08127,2.00E-04,0.00092,0.0021,0.00016,0.00145,4.00E-05,8.00E-05,0.00047,0.00032,7.00E-05,4.00E-05,0.00015,0.00559,0,0.01029,0.00025,0.03552,0.00088,0.00572,0.00965,0.01131,0.01663,4.00E-05,0.00093,6.00E-05,0.65093,0.00031,0.00032,0.00076,8.00E-05,0,3.00E-05,0,0.00049,0,0,0.00129,0,0.00163,0,1.00E-04,0.00826,0,1.00E-05,0,0.00067,2.00E-05,0,0,1.00E-05,1.00E-05,0,0,0,1.00E-05,0,0,2.00E-05,8.00E-05,0.0012,0.02285,0.00261,3.00E-05,0.00025,0.07633,3.00E-04,0.12493,5.00E-05,1.00E-05,0,7.00E-05,0,0.00037,3.00E-05,9.00E-05,0.00409,0,0.00011,8.00E-05,1.00E-05,4.00E-05,2.00E-05,0.03485,0.00215,4.00E-05,0,0.00541,0.00955
7,11,3565,CSE Asia,1990,1991,,,,3565,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,122,280,CSE Asia,1994,1995,80.733,8.134,5.235,280,6.08,1,0.62113,0.62113,0.36523,0.01363,0.03324,0.32573,0.00182,0.07969,0.01311,0.32391,0.06658,0.08794,0.0086,0.06525,0.05197,0.02942,0.02158,0.01155,0.02373,0.0069,0.01147,0.00639,0.04356,0.01978,0.04339,0.10295,0.10663,0.04674,0.07779,0.01489,0.14318,0.05956,0.02107,0.00597,0.06059,0.00968,0.00217,0.01549,0.00274,0.01811,0.02526,0.00807,0.00861,0.00688,0.06617,0.2808,0.01235,0.00469,0.01565,0.00385,0.0065,0.00615,0.0285,0.01155,0.01303,0.1041,0.01435,0.01323,0.05566,0.02869,0.14053,0.11233,0.01387,0.00651,0.03331,0.00351,0.0199,0.02876,0.02163,0.00509,0.00365,0.0081,0.01683,0.00491,0.02311,0.01737,0.02523,0.21746,0.10092,0.01156,0.08853,0.0222,0.00042,0.00725,0.0206,0.01829,0.03388,0.00542,0.01135,0.01211,0.00505,0.01319,0.04014,0.23908,0.09446,0.02537,0.06649,0.01865,0.03445,0.01424,0.21176,0.0366,0.09887,0.21489,0.07796,0.07419,0.20637,0.05338,0.05559,0.04735,0.13956,0.22627,0.0173,0.00549,0.01559,0.05783,0.00169,0.01326,0.00505,0.00676,0.0042,0.04833,0.00397,0.03697,0.04354,0.00532,0.02458,0.16074,0.32881,0.02587,0.35794,0.02004,0.03684,0.07002,0.01987,0.06606,0.03462,0.19611,0.00196,0.02155,0.01078,0.15933,0.02421,0.02399,0.24198,0.01791,0.00843,0.08542,0.03998,0.02488,0.02971,0.07978,0.05911,0.20794,0.25153,0.16333,0.21213,0.13185,0.04663,0.11119,0.09491,0.01466,0.36789,0.10471,0.20491,0.29333,0.17555,0.03207,0.13093,0.07829,0.16116,0.10072,0.00771,0.01172,0.01793,0.05443,0.01575,0.01039,0.07014,0.04317,0.00744,0.04287,0.17442,0.38139,0.06227,0.12423,0.19556,0.19968,0.08545,0.27294,0.10984,0.28802,0.03538,0.01485,0.05823,0.0629,0.08759,0.23698,0.03239,0.06668,0.01106,0.01055,0.08357,0.02326,0.04411,0.18224,0.02825,0.0237,0.13898,0.0767,0.01135,0.023,0.01168,0.01076,0.01216,0.02611,0.00615,0.02928,0.01166,0.00166,0.0039,0.01189,0.11593,0.06447,0.02051,0.12813,0.02358,0.01524,0.02456,0.13009,0.03049,0.05722,0.03675,0.11192,0.10721,0.0571,0.19802,0.03011,0.01244,0.01186,0.03146,0.02675,0.30235
7,29,18920,CSE Asia,1990,1990,109.159,22.425,6.79,18920,6.16,1,0.78724,0.78724,0.1511,0.06167,0.00294,0.69934,0,0.03292,0.00025,0.69933,0.03267,0.17109,0.076,0.00011,0.00094,0.00043,0.00261,1.00E-04,6.00E-05,0.15486,0,0.19315,0.00021,0.00685,0.00267,0.00016,0,0.31532,0.00047,3.00E-04,0.11312,0.0448,0.00065,0.00853,0.11568,0.00026,0.03384,0.04114,0.08423,0.94252,0.49124,0.00489,0.00021,0,0.00162,1.00E-05,0.00227,0.00039,0.00035,0.00044,0.00017,0.00026,1.00E-05,0.00526,0.00075,0.07201,0.06438,0.00013,0.00019,0.00048,0.00086,0.00853,0.55914,0.00192,0.00053,0.00089,0.00075,0.01367,0.00471,0.00082,5.00E-05,0.00243,0.04831,0.00903,0.02033,0.13478,0.01403,0.00254,0.03166,0.00814,0.00295,0.01101,0.38337,1.00E-05,0.44526,0.03876,0.00772,0.00085,5.00E-05,0.00026,0.00141,0.00016,0.00138,0.06011,0.00614,2.00E-05,0.2413,0.00059,0.00018,1.00E-05,0.00358,0.00025,0.02329,0.06963,0,1.00E-05,0.0496,0.00044,3.00E-05,0.02585,0.00143,0.00346,0.00069,5.00E-05,0.00076,0.00236,0.00181,0.41258,0.00195,0.0376,0.05884,0.00076,1.00E-04,0.1658,0.43716,0.00017,0.47184,6.00E-05,0.73336,0.85981,0.79385,0.00962,0.09043,0.00131,0.00115,3.00E-05,0.11822,0.00033,0.05563,0.03376,0.10021,7.00E-04,0.0053,0.00011,0.00033,0.00036,0.00119,0,8.00E-05,0.00049,0.00444,0.37413,0.03801,0.00043,0,0.59097,0.15279,0.00062,0.00046,0.00071,0.00785,0.00919,0.00298,0.00195,0.00013,0.00018,1.00E-04,0.00486,0.02693,0.00044,0.00979,3.00E-05,0.87377,0.04191,0.73542,0.22963,0.05051,0.15845,0.02858,0.00114,0.9875,0.00174,0.00011,4.00E-05,0.00202,3.00E-04,0.00863,0.00025,0.04438,0.00022,0.05227,2.00E-05,0.21891,0.00196,0,0.00091,0.00139,0.00012,0.00013,2.00E-05,3.00E-05,0,6.00E-05,0.03991,5.00E-05,1.00E-05,0.00524,4.00E-05,0.00034,0.00137,0.00015,0.00582,0.00422,0.08354,0,0.00692,4.00E-04,0.38998,0.77159,0.05134,0.00885,0.00014,2.00E-04,0.00696,0.0193,0.59566,1.00E-05,0.00327,0,0.1236,0.01567,0.00022,0.00391,0.0166,3.00E-05,1.00E-05,0.00082,0.01191,2.00E-05,4.00E-04,0.8149,2.00E-05,5.00E-05
14,1080,15303,CSE Asia,1987,1987,82.064,18.867,33.478,15303,6.32,2,0.39349,0.23588,0.39349,0.37063,0.23266,0.95945,0.00209,0.58754,0.05563,0.95736,0.53191,0.30982,0.76212,0.82897,0.99555,0.73732,0.64811,0.84217,0.32233,0.68958,0.1095,0.92047,0.12936,0.01459,0.02073,0.11224,0.11278,0.83264,0.001,0.5032,0.31525,0.00026,0.13036,0.28426,0.85892,0.81902,0.1876,0.20954,0.47024,0.63305,0.75869,0.09849,0.02996,0.78869,0.00883,0.11413,0.96716,0.57074,0.48376,0.30753,0.17573,0.47892,0.76805,0.03802,0.06524,0.96747,0.02974,0.72656,0.0201,0.53898,0.82919,0.07375,0.03793,0.7861,0.05226,0.19323,0.67263,0.00019,0.65496,0.77858,0.56516,0.05349,0.30156,0.2275,0.80236,0.56364,0.51654,0.41918,0.81261,0.31475,0.0111,0.59872,0.88892,0.49712,0.20722,0.08065,0.00293,0.02468,0.37737,0.10679,0.19454,0.6938,0.02361,0.44706,0.22015,0.02325,0.83264,0.00748,0.05334,0.83257,0.90109,0.73188,0.10516,0.8406,0.26417,0.59405,0.03528,0.34682,0.72221,0.9669,0.81923,0.87708,0.66446,0.09451,0.47848,0.06812,0.08104,0.06689,0.02331,0.15266,0.47681,0.03124,0.09478,0.34283,0.14577,0.16396,0.39916,0.74733,0.0251,0.29959,0.02886,0.82689,0.6201,0.39191,0.9299,0.0025,0.60215,0.92785,0.19638,0.77166,0.12027,0.61024,0.33737,0.90624,0.59377,0.88767,0.04524,0.69637,0.09025,0.76948,0.67516,0.10148,0.4428,0.8269,0.13144,0.01812,0.00143,0.91674,0.37029,0.6374,0.62402,0.64893,0.36542,0.03326,0.38787,0.06794,0.72234,0.02889,0.00587,0.98705,0.65232,0.01365,0.11302,0.13576,0.03645,0.07861,0.05651,0.94184,0.70068,0.37629,0.85489,0.05648,0.89252,0.42067,0.902,0.80059,0.02025,0.5281,0.50178,0.06634,0.07251,0.07925,0.35068,0.89298,0.72949,0.50463,0.02354,0.57313,0.03957,0.81171,0.12326,0.59256,0.00248,0.09489,0.00518,0.01251,0.59363,0.77067,0.0766,0.01548,0.08275,0.00058,0.51415,0.05442,0.00707,0.00638,0.09356,0.3041,0.00477,0.0543,0.92492,0.45312,0.57581,0.04191,0.13174,0.01961,0.1272,0.09704,0.60133,0.82685,0.38678,0.36644,0.08612,0.96505,0.81275,0.10661,0.21543,0.44938,0.49589,0.00028,0.09998,0.24404,0.03888
14,33,506,CSE Asia,2003,2003,,,,506,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,101,2889,CSE Asia,1990,1990,107.88,25.414,3.795,2889,6.95,1,0.84214,0.84214,0.11374,0.04412,0.00108,0.6061,0,0.01481,8.00E-05,0.6061,0.01474,0.14843,2.00E-05,0.10263,3.00E-05,0.00059,0,0,0,0.00019,4.00E-05,0.00136,0.01105,0.00478,2.00E-05,2.00E-05,0.00045,0.00036,0.00011,0.03839,0.00017,0.03135,0.00525,0.0673,0.00165,0.00271,4.00E-05,1.00E-05,0.00015,0,1.00E-05,0,1.00E-05,0.00478,0.00057,0.00116,0.03614,5.00E-04,0.00576,0.01763,0.00027,2.00E-05,4.00E-05,0.14068,0.02982,0.00713,0,9.00E-05,0.00701,0.00302,0.00024,0.00033,0,0.00026,0.0132,0,0.00098,2.00E-05,0.01859,0.00025,0.04896,0.04586,0,0.00077,0.00015,0.00014,0.00025,1.00E-05,0.83158,0.00014,0.00442,0.00588,4.00E-05,0.00371,0.00045,0.22231,0.00072,0.03967,0,2.00E-05,6.00E-05,0.00146,0,0.00016,1.00E-05,5.00E-05,0,0,0,3.00E-05,0.00053,0.84111,2.00E-05,0.00077,0.00073,0,0,2.00E-05,0,0.0044,0,1.00E-05,0.00014,0.59202,5.00E-05,0.00175,0.00045,0.00415,2.00E-05,1.00E-05,0,0,0.00077,0.0476,0.00541,0.00024,0.01875,0.71841,0.03765,0,0,0.00985,0.0123,0.00073,0,4.00E-05,2.00E-04,0,0.00036,0,0.00023,0.01177,5.00E-05,0.00382,0.01169,0,0.00015,0,2.00E-05,0.00021,0.00029,0.00053,0.00628,0.00115,0.00074,0.00075,0.02304,0,0.68935,0.73936,0,2.00E-04,2.00E-05,0.00467,0.00015,6.00E-05,0.00369,0.0012,0.0191,0.00018,0,0.00459,0,0.0016,0.00033,0.1215,0.01297,0.00016,0.00108,0,0.00134,0.00289,0.19041,5.00E-05,0.61387,0.01811,0.00016,0.01904,0,0,1.00E-05,0.0227,0.00361,0,0.00027,0.00015,0,0.01763,0.02403,0.00018,0,0,2.00E-05,3.00E-05,0,0,3.00E-05,0,0,1.00E-05,0,0.00018,0.00132,0.00708,0,0.13872,0.01889,0.72724,2.00E-04,0.14688,0.48885,0.00104,6.00E-05,0.00546,3.00E-05,0,0.00459,0.00171,0,0.03716,0.00604,0.00094,6.00E-05,0.00127,3.00E-05,6.00E-05,1.00E-05,0.00135,0.00019,0,0.01725,0,0.00464
7,121,428,CSE Asia,1991,1992,98.176,17.416,13.985,356,6.98,2,0.61671,0.3203,0.61671,0.06299,0.08463,0.58426,0.00725,0.17296,0.03915,0.57701,0.13381,0.14726,0.0631,0.03584,0.19522,0.05724,0.13354,0.00716,0.12545,0.25834,0.08476,0.03183,0.06126,0.06749,0.22013,0.07619,0.42344,0.26367,0.32076,0.45954,0.16197,0.02692,0.04631,0.04837,0.01882,0.02749,0.08173,0.19733,0.03876,0.14515,0.02894,0.09532,0.00324,0.15237,0.02403,0.08074,0.02902,0.02598,0.04563,0.01532,0.13179,0.05927,0.03453,0.13734,0.11651,0.10619,0.16191,0.18861,0.01774,0.18461,0.05343,0.37596,0.17442,0.10189,0.19237,0.21892,0.01405,0.36355,0.05318,0.02907,0.10383,0.11154,0.0263,0.05022,0.00513,0.14087,0.00193,0.01436,0.04689,0.02246,0.01083,0.01846,0.21234,0.22534,0.38417,0.40786,0.05912,0.11222,0.23248,0.14315,0.0608,0.08295,0.0034,0.12849,0.04857,0.14319,0.06137,0.11698,0.20588,0.13002,0.1565,0.18435,0.50415,0.58643,0.41788,0.24881,0.50245,0.48288,0.53384,0.50527,0.47009,0.4585,0.07073,0.01214,0.06613,0.07254,0.13018,0.06125,0.04857,0.03234,0.04368,0.05861,0.22155,0.22691,0.07932,0.04866,0.16319,0.10491,0.11017,0.08217,0.02516,0.0566,0.1649,0.14911,0.06336,0.0889,0.03333,0.01412,0.1799,0.31394,0.06924,0.14222,0.06008,0.11458,0.23252,0.05412,0.04704,0.14305,0.10056,0.01972,0.01433,0.15883,0.02784,0.07746,0.04477,0.01987,0.01569,0.06012,0.00945,0.01305,0.10819,0.02598,0.13476,0.14768,0.06398,0.16288,0.1326,0.03455,0.32873,0.28844,0.05739,0.07667,0.11184,0.41941,0.36733,0.13155,0.23931,0.16311,0.39887,0.29846,0.14482,0.17567,0.05362,0.39133,0.51106,0.25487,0.45935,0.07836,0.15041,0.05649,0.09812,0.289,0.19339,0.40473,0.03125,0.38235,0.26868,0.36189,0.12836,0.38947,0.24175,0.09481,0.19464,0.04019,0.01699,0.23412,0.09431,0.12977,0.27961,0.04857,0.04577,0.20897,0.13827,0.0597,0.03438,0.03253,0.07855,0.0628,0.02817,0.02645,0.0247,0.18078,0.0497,0.0807,0.4593,0.01932,0.1807,0.04335,0.13746,0.08033,0.18883,0.15074,0.0149,0.18591,0.01358,0.0617,0.02892,0.0279,0.02895,0.14637,0.00114,0.00781,0.12699
7,130,428,CSE Asia,1992,1992,98.176,17.416,14.316,345,6.98,2,0.53269,0.37455,0.53269,0.09276,0.0792,0.64731,0.00378,0.19556,0.02956,0.64353,0.166,0.17012,0.08876,0.14858,0.05971,0.40323,0.03213,0.08551,0.16615,0.0236,0.04158,0.06524,0.07106,0.0125,0.21283,0.21304,0.05305,0.0649,0.02648,0.02034,0.03808,0.05842,0.04953,0.03764,0.12742,0.0126,0.1242,0.14076,0.02274,0.01062,0.05514,0.00475,0.10515,0.62004,0.08534,0.02965,0.03923,0.1461,0.01946,0.03858,0.00069,0.03577,0.10082,0.08229,0.07412,0.17356,0.05182,0.1259,0.00983,0.04726,0.06511,0.10191,0.01772,0.01596,0.10911,0.23531,0.03155,0.00937,0.00606,0.8041,0.02844,0.18596,0.07627,0.12971,0.06959,0.01267,0.22524,0.02455,0.22278,0.02278,0.01721,0.02162,0.44141,0.26363,0.73498,0.02626,0.36463,0.00899,0.02985,0.39319,0.11834,0.29152,0.03241,0.07061,0.28702,0.02706,0.00269,0.34624,0.00077,0.02706,0.04782,0.02508,0.3081,0.23669,0.26318,0.18791,0.54499,0.27338,0.27585,0.21815,0.26098,0.76886,0.11498,0.01327,0.02355,0.0291,0.028,0.0209,0.03415,0.04664,0.05974,0.08621,0.09202,0.0193,0.03173,0.44155,0.04561,0.20395,0.05515,0.02695,0.20249,0.49707,0.43518,0.05279,0.29215,0.04619,0.05964,0.33784,0.00514,0.03284,0.06404,0.12551,0.422,0.03203,0.11652,0.0945,0.0457,0.01084,0.33101,0.00364,0.11638,0.01044,0.19481,0.0609,0.0277,0.03382,0.05193,0.01564,0.11059,0.02512,0.01992,0.27851,0.01017,0.00614,0.28072,0.01689,0.11062,0.21417,0.03515,0.08573,0.07457,0.10766,0.38714,0.06334,0.00251,0.38422,0.06105,0.35463,0.1412,0.06041,0.86763,0.14528,0.31136,0.01502,0.27518,0.11332,0.16842,0.14571,0.29533,0.0538,0.05408,0.78383,0.07154,0.01578,0.02173,0.02589,0.02963,0.45058,0.40909,0.06929,0.11963,0.32695,0.30374,0.08765,0.04681,0.04152,0.10194,0.01523,0.04279,0.07658,0.2016,0.03401,0.15537,0.18738,0.00785,0.18234,0.0467,0.03688,0.04721,0.03736,0.0096,0.0329,0.00546,0.00547,0.28704,0.17927,0.1053,0.39346,0.01368,0.1831,0.0901,0.66019,0.08788,0.07138,0.06114,0.00812,0.04614,0.05529,0.02387,0.00103,0.01187,0.0088,0.22456
